model,f1_neg,f1_pos,roc_auc,mcc,precision_neg,precision_pos,recall_neg,recall_pos,accuracy,accuracy_explicit,accuracy_implicit,softmax_confidence,softmax_confidence_std,TN_softmax_confidence,TN_softmax_confidence_std,FP_softmax_confidence,FP_softmax_confidence_std,FN_softmax_confidence,FN_softmax_confidence_std,TP_softmax_confidence,TP_softmax_confidence_std,cross_entropy,MSE,TN_cross_entropy,TN_MSE,FP_cross_entropy,FP_MSE,FN_cross_entropy,FN_MSE,TP_cross_entropy,TP_MSE
detests-mbert-4_news_title_hard_s54_max_tokens_512,0.872,0.453,0.643,0.407,0.794,0.787,0.968,0.318,0.793,0.483,0.282,0.770,0.133,0.817,0.110,0.558,0.039,0.697,0.117,0.598,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s55_max_tokens_512,0.411,0.157,0.286,-0.382,0.542,0.117,0.332,0.240,0.307,0.126,0.264,0.501,0.001,0.501,0.000,0.501,0.001,0.501,0.001,0.501,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s56_max_tokens_512,0.844,0.608,0.734,0.454,0.863,0.576,0.826,0.643,0.776,0.839,0.601,0.786,0.115,0.823,0.100,0.687,0.105,0.727,0.124,0.764,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s57_max_tokens_512,0.172,0.423,0.511,0.035,0.780,0.274,0.097,0.926,0.320,0.954,0.920,0.502,0.001,0.501,0.001,0.502,0.001,0.501,0.000,0.503,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s58_max_tokens_512,0.854,0.537,0.683,0.399,0.822,0.613,0.889,0.477,0.778,0.621,0.446,0.784,0.143,0.839,0.124,0.631,0.087,0.715,0.135,0.678,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s59_max_tokens_512,0.810,0.550,0.693,0.366,0.843,0.503,0.779,0.607,0.733,0.713,0.584,0.753,0.123,0.785,0.114,0.680,0.111,0.684,0.116,0.758,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s60_max_tokens_512,0.760,0.565,0.708,0.371,0.877,0.455,0.671,0.744,0.691,0.839,0.723,0.615,0.073,0.626,0.077,0.594,0.063,0.589,0.061,0.623,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s61_max_tokens_512,0.212,0.253,0.311,-0.390,0.425,0.171,0.141,0.482,0.233,0.356,0.509,0.503,0.002,0.501,0.001,0.503,0.002,0.502,0.001,0.502,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s62_max_tokens_512,0.695,0.545,0.690,0.339,0.891,0.410,0.569,0.811,0.635,0.943,0.783,0.756,0.141,0.752,0.136,0.725,0.131,0.670,0.124,0.830,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s63_max_tokens_512,0.718,0.582,0.728,0.406,0.924,0.437,0.588,0.869,0.663,0.954,0.850,0.746,0.114,0.773,0.121,0.696,0.100,0.698,0.133,0.768,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s64_max_tokens_512,0.858,0.543,0.687,0.412,0.823,0.630,0.897,0.477,0.784,0.598,0.451,0.776,0.141,0.822,0.128,0.641,0.102,0.705,0.131,0.697,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s65_max_tokens_512,0.831,0.559,0.699,0.391,0.840,0.544,0.822,0.576,0.756,0.678,0.554,0.748,0.146,0.811,0.135,0.611,0.076,0.699,0.136,0.656,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s66_max_tokens_512,0.022,0.427,0.506,0.055,1.000,0.272,0.011,1.000,0.278,1.000,1.000,0.503,0.001,0.501,0.001,0.502,0.001,0.000,0.000,0.503,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s67_max_tokens_512,0.122,0.290,0.335,-0.397,0.333,0.191,0.075,0.594,0.215,0.402,0.636,0.510,0.007,0.503,0.003,0.513,0.007,0.504,0.003,0.507,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s68_max_tokens_512,0.049,0.331,0.375,-0.379,0.214,0.215,0.028,0.721,0.215,0.540,0.761,0.503,0.002,0.500,0.000,0.504,0.002,0.501,0.001,0.502,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s69_max_tokens_512,0.859,0.524,0.676,0.400,0.816,0.638,0.907,0.445,0.783,0.586,0.414,0.754,0.134,0.805,0.118,0.595,0.067,0.697,0.123,0.636,0.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s70_max_tokens_512,0.855,0.227,0.559,0.248,0.755,0.765,0.985,0.133,0.756,0.161,0.127,0.752,0.138,0.798,0.119,0.525,0.028,0.655,0.110,0.539,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s71_max_tokens_512,0.135,0.256,0.298,-0.453,0.321,0.171,0.085,0.510,0.200,0.207,0.576,0.501,0.001,0.500,0.000,0.502,0.001,0.501,0.000,0.501,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s72_max_tokens_512,0.864,0.413,0.624,0.357,0.786,0.727,0.960,0.289,0.779,0.448,0.254,0.771,0.128,0.815,0.108,0.587,0.059,0.701,0.116,0.617,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s73_max_tokens_512,0.325,0.191,0.282,-0.403,0.492,0.135,0.242,0.322,0.264,0.161,0.357,0.501,0.001,0.501,0.000,0.502,0.001,0.501,0.001,0.501,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s74_max_tokens_512,0.379,0.475,0.596,0.220,0.935,0.316,0.238,0.955,0.431,0.989,0.948,0.556,0.036,0.528,0.023,0.552,0.032,0.521,0.014,0.583,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s75_max_tokens_512,0.831,0.589,0.722,0.424,0.858,0.548,0.806,0.637,0.760,0.851,0.591,0.793,0.134,0.833,0.121,0.700,0.123,0.737,0.132,0.767,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s76_max_tokens_512,0.848,0.075,0.518,0.149,0.738,0.864,0.998,0.039,0.740,0.069,0.032,0.733,0.080,0.753,0.071,0.515,0.018,0.686,0.074,0.541,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s77_max_tokens_512,0.857,0.305,0.583,0.287,0.766,0.729,0.974,0.193,0.763,0.230,0.185,0.725,0.121,0.760,0.111,0.545,0.028,0.667,0.098,0.562,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s78_max_tokens_512,0.865,0.478,0.653,0.390,0.801,0.695,0.941,0.365,0.786,0.494,0.337,0.778,0.127,0.820,0.109,0.620,0.088,0.712,0.117,0.665,0.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s79_max_tokens_512,0.703,0.504,0.651,0.268,0.845,0.393,0.601,0.701,0.628,0.770,0.686,0.604,0.072,0.611,0.076,0.586,0.062,0.583,0.064,0.622,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s80_max_tokens_512,0.526,0.515,0.654,0.305,0.947,0.354,0.364,0.945,0.520,0.977,0.938,0.618,0.066,0.575,0.048,0.619,0.064,0.585,0.052,0.663,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s81_max_tokens_512,0.853,0.184,0.547,0.224,0.750,0.785,0.989,0.105,0.751,0.115,0.102,0.754,0.136,0.797,0.118,0.519,0.012,0.659,0.112,0.529,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s82_max_tokens_512,0.135,0.439,0.530,0.116,0.941,0.282,0.073,0.988,0.319,1.000,0.985,0.503,0.001,0.501,0.001,0.503,0.001,0.500,0.000,0.503,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s83_max_tokens_512,0.178,0.443,0.539,0.129,0.929,0.286,0.098,0.980,0.336,0.989,0.978,0.502,0.001,0.501,0.001,0.502,0.001,0.501,0.001,0.503,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s84_max_tokens_512,0.856,0.552,0.692,0.414,0.827,0.618,0.887,0.498,0.782,0.713,0.451,0.763,0.155,0.821,0.140,0.605,0.080,0.688,0.142,0.655,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s85_max_tokens_512,0.846,0.032,0.508,0.099,0.734,0.889,0.999,0.016,0.735,0.023,0.015,0.751,0.079,0.771,0.067,0.531,0.000,0.698,0.079,0.526,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s86_max_tokens_512,0.865,0.579,0.709,0.450,0.836,0.649,0.896,0.523,0.795,0.713,0.481,0.783,0.141,0.830,0.129,0.637,0.098,0.711,0.134,0.711,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s87_max_tokens_512,0.844,0.000,0.500,-0.014,0.731,0.000,0.999,0.000,0.730,0.000,0.000,0.734,0.087,0.755,0.081,0.512,0.000,0.678,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s88_max_tokens_512,0.862,0.442,0.635,0.359,0.792,0.685,0.945,0.326,0.778,0.425,0.304,0.765,0.133,0.812,0.113,0.576,0.066,0.702,0.116,0.611,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s89_max_tokens_512,0.626,0.541,0.687,0.343,0.929,0.386,0.472,0.902,0.588,0.954,0.890,0.644,0.082,0.628,0.081,0.633,0.075,0.582,0.056,0.690,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s90_max_tokens_512,0.170,0.446,0.543,0.151,0.976,0.288,0.093,0.994,0.336,1.000,0.993,0.505,0.003,0.501,0.001,0.504,0.002,0.501,0.001,0.507,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-4_news_title_hard_s91_max_tokens_512,0.866,0.533,0.681,0.421,0.817,0.671,0.920,0.443,0.791,0.621,0.404,0.782,0.143,0.839,0.120,0.603,0.068,0.706,0.128,0.648,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-5_concat_contexts_hard_s42_max_tokens_512,0.831,0.488,0.653,0.323,0.808,0.533,0.854,0.451,0.746,0.563,0.426,0.766,0.144,0.822,0.130,0.646,0.080,0.693,0.148,0.671,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-5_concat_contexts_hard_s43_max_tokens_512,0.773,0.600,0.740,0.428,0.904,0.478,0.675,0.805,0.710,0.897,0.786,0.768,0.124,0.793,0.121,0.718,0.120,0.712,0.124,0.779,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-mbert-5_concat_contexts_hard_s44_max_tokens_512,0.846,0.055,0.512,0.108,0.736,0.737,0.996,0.029,0.736,0.046,0.025,0.744,0.081,0.768,0.066,0.519,0.018,0.686,0.079,0.530,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
