model,f1_neg,f1_pos,roc_auc,mcc,precision_neg,precision_pos,recall_neg,recall_pos,accuracy,accuracy_explicit,accuracy_implicit,accuracy_no_contextual,accuracy_contextual,softmax_confidence,softmax_confidence_std,TN_softmax_confidence,TN_softmax_confidence_std,FP_softmax_confidence,FP_softmax_confidence_std,FN_softmax_confidence,FN_softmax_confidence_std,TP_softmax_confidence,TP_softmax_confidence_std,cross_entropy,MSE,TN_cross_entropy,TN_MSE,FP_cross_entropy,FP_MSE,FN_cross_entropy,FN_MSE,TP_cross_entropy,TP_MSE
stereohoax-mbert-4_rh_text_hard_s44_max_tokens_512,0.408,0.514,0.561,0.136,0.782,0.370,0.276,0.846,0.466,0.870,0.757,0.867,0.808,0.506,0.004,0.504,0.004,0.505,0.004,0.503,0.003,0.507,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s45_max_tokens_512,0.170,0.492,0.505,0.016,0.690,0.336,0.097,0.913,0.369,0.926,0.865,0.901,0.936,0.503,0.002,0.501,0.001,0.503,0.002,0.501,0.001,0.504,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s46_max_tokens_512,0.783,0.547,0.662,0.330,0.771,0.564,0.794,0.531,0.706,0.539,0.500,0.524,0.544,0.582,0.057,0.599,0.057,0.552,0.042,0.564,0.052,0.573,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s47_max_tokens_512,0.798,0.032,0.504,0.037,0.668,0.500,0.992,0.017,0.666,0.018,0.014,0.021,0.008,0.585,0.045,0.597,0.044,0.517,0.009,0.565,0.040,0.529,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s48_max_tokens_512,0.808,0.222,0.552,0.205,0.691,0.712,0.973,0.131,0.692,0.141,0.095,0.142,0.112,0.631,0.066,0.656,0.057,0.529,0.032,0.594,0.053,0.542,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s49_max_tokens_512,0.836,0.517,0.665,0.409,0.755,0.754,0.936,0.394,0.755,0.426,0.270,0.408,0.368,0.641,0.080,0.676,0.066,0.555,0.042,0.603,0.073,0.561,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s50_max_tokens_512,0.800,0.344,0.581,0.225,0.708,0.606,0.922,0.240,0.694,0.239,0.243,0.197,0.320,0.596,0.057,0.614,0.055,0.543,0.035,0.577,0.047,0.558,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s51_max_tokens_512,0.806,0.429,0.614,0.284,0.728,0.626,0.902,0.327,0.710,0.303,0.419,0.283,0.408,0.589,0.045,0.602,0.041,0.558,0.041,0.576,0.042,0.565,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s52_max_tokens_512,0.806,0.124,0.529,0.168,0.679,0.800,0.992,0.067,0.683,0.074,0.041,0.060,0.080,0.608,0.041,0.623,0.032,0.541,0.018,0.583,0.040,0.531,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s53_max_tokens_512,0.271,0.502,0.530,0.079,0.756,0.349,0.165,0.894,0.409,0.919,0.797,0.914,0.856,0.512,0.007,0.508,0.007,0.512,0.007,0.507,0.005,0.515,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s54_max_tokens_512,0.808,0.418,0.612,0.286,0.725,0.642,0.913,0.310,0.712,0.335,0.216,0.395,0.152,0.638,0.073,0.668,0.054,0.516,0.016,0.642,0.058,0.522,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s55_max_tokens_512,0.483,0.532,0.590,0.188,0.807,0.390,0.345,0.835,0.508,0.845,0.797,0.815,0.872,0.517,0.012,0.512,0.010,0.517,0.011,0.507,0.005,0.523,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s56_max_tokens_512,0.296,0.504,0.534,0.089,0.762,0.352,0.183,0.885,0.418,0.898,0.838,0.858,0.936,0.501,0.001,0.501,0.001,0.501,0.001,0.501,0.001,0.502,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s57_max_tokens_512,0.161,0.503,0.518,0.065,0.771,0.343,0.090,0.947,0.376,0.965,0.878,0.979,0.888,0.515,0.006,0.508,0.006,0.515,0.006,0.504,0.004,0.518,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s58_max_tokens_512,0.803,0.059,0.514,0.120,0.672,0.846,0.997,0.031,0.674,0.035,0.014,0.034,0.024,0.613,0.047,0.628,0.043,0.517,0.003,0.587,0.041,0.527,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s59_max_tokens_512,0.759,0.614,0.704,0.389,0.827,0.543,0.702,0.707,0.703,0.718,0.662,0.725,0.672,0.651,0.099,0.691,0.098,0.598,0.078,0.629,0.095,0.626,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s60_max_tokens_512,0.145,0.490,0.500,0.000,0.667,0.334,0.081,0.919,0.361,0.930,0.878,0.914,0.928,0.504,0.002,0.502,0.002,0.504,0.002,0.502,0.002,0.504,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s61_max_tokens_512,0.753,0.656,0.740,0.452,0.880,0.546,0.658,0.821,0.713,0.852,0.703,0.854,0.760,0.681,0.100,0.689,0.104,0.641,0.092,0.643,0.107,0.708,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s62_max_tokens_512,0.526,0.538,0.602,0.207,0.808,0.401,0.389,0.816,0.532,0.842,0.716,0.845,0.760,0.568,0.051,0.566,0.059,0.559,0.040,0.563,0.054,0.585,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s63_max_tokens_512,0.237,0.473,0.492,-0.022,0.642,0.330,0.146,0.838,0.377,0.838,0.838,0.794,0.920,0.501,0.000,0.500,0.000,0.501,0.000,0.500,0.000,0.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s64_max_tokens_512,0.803,0.059,0.514,0.120,0.672,0.846,0.997,0.031,0.674,0.039,0.000,0.034,0.024,0.623,0.059,0.643,0.053,0.518,0.007,0.584,0.048,0.522,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s65_max_tokens_512,0.802,0.044,0.510,0.108,0.671,0.889,0.999,0.022,0.673,0.021,0.027,0.017,0.032,0.588,0.043,0.601,0.039,0.513,0.000,0.562,0.037,0.514,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s66_max_tokens_512,0.251,0.464,0.483,-0.042,0.622,0.325,0.157,0.810,0.375,0.824,0.757,0.790,0.848,0.501,0.001,0.501,0.001,0.501,0.001,0.501,0.001,0.501,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s67_max_tokens_512,0.802,0.089,0.519,0.120,0.675,0.708,0.990,0.047,0.675,0.049,0.041,0.043,0.056,0.603,0.042,0.616,0.038,0.518,0.013,0.581,0.039,0.540,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s68_max_tokens_512,0.801,0.022,0.506,0.086,0.669,1.000,1.000,0.011,0.670,0.014,0.000,0.017,0.000,0.598,0.033,0.607,0.031,0.000,0.000,0.581,0.029,0.519,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s69_max_tokens_512,0.836,0.588,0.700,0.443,0.782,0.709,0.896,0.503,0.765,0.528,0.405,0.528,0.456,0.663,0.097,0.708,0.084,0.556,0.039,0.637,0.085,0.572,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s70_max_tokens_512,0.795,0.434,0.611,0.262,0.728,0.582,0.875,0.346,0.699,0.377,0.230,0.399,0.248,0.629,0.076,0.655,0.075,0.576,0.058,0.602,0.059,0.584,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s71_max_tokens_512,0.829,0.460,0.638,0.367,0.738,0.748,0.944,0.332,0.740,0.373,0.176,0.408,0.192,0.680,0.096,0.717,0.085,0.554,0.044,0.634,0.084,0.599,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s72_max_tokens_512,0.812,0.293,0.573,0.246,0.702,0.710,0.962,0.184,0.702,0.173,0.230,0.210,0.136,0.643,0.064,0.668,0.053,0.556,0.045,0.614,0.056,0.547,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s73_max_tokens_512,0.816,0.426,0.619,0.312,0.728,0.681,0.927,0.310,0.721,0.363,0.108,0.348,0.240,0.590,0.054,0.611,0.048,0.526,0.022,0.571,0.047,0.535,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s74_max_tokens_512,0.344,0.512,0.550,0.121,0.785,0.361,0.220,0.880,0.440,0.887,0.851,0.880,0.880,0.506,0.005,0.504,0.004,0.506,0.004,0.503,0.003,0.509,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s75_max_tokens_512,0.800,0.033,0.506,0.055,0.669,0.600,0.994,0.017,0.668,0.018,0.014,0.021,0.008,0.589,0.042,0.595,0.043,0.510,0.004,0.578,0.037,0.519,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s76_max_tokens_512,0.804,0.336,0.581,0.234,0.707,0.631,0.933,0.229,0.698,0.225,0.243,0.219,0.248,0.626,0.074,0.647,0.073,0.559,0.048,0.596,0.057,0.589,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s77_max_tokens_512,0.806,0.260,0.560,0.206,0.695,0.659,0.958,0.162,0.692,0.151,0.203,0.124,0.232,0.597,0.051,0.613,0.048,0.534,0.027,0.578,0.041,0.540,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s78_max_tokens_512,0.811,0.315,0.580,0.252,0.705,0.695,0.955,0.204,0.704,0.194,0.243,0.206,0.200,0.627,0.080,0.653,0.078,0.536,0.028,0.593,0.063,0.550,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s79_max_tokens_512,0.081,0.488,0.491,-0.039,0.585,0.330,0.043,0.939,0.342,0.947,0.905,0.940,0.936,0.501,0.001,0.501,0.001,0.501,0.001,0.501,0.001,0.502,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s80_max_tokens_512,0.806,0.193,0.544,0.185,0.687,0.702,0.976,0.112,0.688,0.106,0.135,0.137,0.064,0.536,0.017,0.539,0.015,0.509,0.007,0.535,0.019,0.512,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s81_max_tokens_512,0.802,0.135,0.528,0.137,0.679,0.659,0.980,0.075,0.678,0.085,0.041,0.086,0.056,0.651,0.068,0.675,0.060,0.588,0.056,0.611,0.058,0.549,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s82_max_tokens_512,0.333,0.446,0.478,-0.049,0.625,0.321,0.227,0.729,0.395,0.743,0.676,0.708,0.768,0.501,0.000,0.501,0.000,0.501,0.000,0.500,0.000,0.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s83_max_tokens_512,0.035,0.497,0.498,-0.014,0.619,0.333,0.018,0.978,0.339,0.975,0.986,0.974,0.984,0.505,0.002,0.501,0.001,0.505,0.002,0.501,0.001,0.505,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s84_max_tokens_512,0.799,0.000,0.499,-0.022,0.666,0.000,0.999,0.000,0.665,0.000,0.000,0.000,0.000,0.624,0.055,0.637,0.051,0.507,0.000,0.599,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s85_max_tokens_512,0.801,0.022,0.505,0.068,0.668,0.800,0.999,0.011,0.669,0.011,0.014,0.009,0.016,0.590,0.033,0.598,0.032,0.501,0.000,0.575,0.030,0.542,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s86_max_tokens_512,0.789,0.350,0.575,0.195,0.706,0.548,0.894,0.257,0.681,0.250,0.284,0.210,0.344,0.579,0.047,0.596,0.043,0.533,0.028,0.565,0.044,0.541,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s87_max_tokens_512,0.801,0.017,0.504,0.075,0.668,1.000,1.000,0.008,0.669,0.011,0.000,0.009,0.008,0.554,0.027,0.555,0.029,0.000,0.000,0.550,0.023,0.517,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s88_max_tokens_512,0.605,0.568,0.644,0.280,0.835,0.437,0.475,0.813,0.588,0.838,0.716,0.854,0.736,0.615,0.083,0.593,0.064,0.604,0.076,0.586,0.068,0.663,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s89_max_tokens_512,0.240,0.516,0.542,0.126,0.833,0.355,0.140,0.944,0.409,0.958,0.892,0.961,0.912,0.503,0.002,0.501,0.001,0.503,0.002,0.501,0.001,0.504,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s90_max_tokens_512,0.656,0.519,0.611,0.210,0.765,0.433,0.574,0.648,0.599,0.694,0.473,0.678,0.592,0.544,0.033,0.542,0.029,0.542,0.031,0.535,0.028,0.556,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-4_rh_text_hard_s91_max_tokens_512,0.761,0.300,0.540,0.100,0.688,0.436,0.852,0.229,0.644,0.225,0.243,0.189,0.304,0.541,0.024,0.545,0.025,0.523,0.016,0.542,0.020,0.529,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s42_max_tokens_512,0.800,0.033,0.506,0.065,0.669,0.667,0.996,0.017,0.669,0.021,0.000,0.026,0.000,0.623,0.053,0.641,0.047,0.542,0.012,0.591,0.045,0.525,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s43_max_tokens_512,0.820,0.650,0.737,0.470,0.827,0.639,0.812,0.662,0.762,0.687,0.568,0.678,0.632,0.706,0.129,0.755,0.132,0.619,0.082,0.660,0.126,0.660,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s44_max_tokens_512,0.445,0.454,0.508,0.016,0.677,0.339,0.332,0.684,0.450,0.673,0.730,0.708,0.640,0.503,0.002,0.502,0.002,0.503,0.002,0.502,0.002,0.503,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s45_max_tokens_512,0.257,0.505,0.531,0.086,0.769,0.350,0.154,0.908,0.406,0.919,0.865,0.940,0.848,0.506,0.003,0.504,0.003,0.505,0.003,0.503,0.003,0.507,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s46_max_tokens_512,0.485,0.518,0.577,0.158,0.780,0.383,0.352,0.802,0.502,0.827,0.703,0.811,0.784,0.551,0.052,0.614,0.068,0.526,0.009,0.579,0.054,0.529,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s47_max_tokens_512,0.769,0.620,0.710,0.401,0.827,0.555,0.718,0.701,0.713,0.715,0.649,0.725,0.656,0.668,0.110,0.704,0.115,0.617,0.088,0.638,0.106,0.647,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s48_max_tokens_512,0.798,0.016,0.501,0.016,0.667,0.429,0.994,0.008,0.665,0.011,0.000,0.013,0.000,0.564,0.021,0.569,0.020,0.511,0.009,0.557,0.020,0.506,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s49_max_tokens_512,0.764,0.207,0.513,0.037,0.673,0.381,0.884,0.142,0.636,0.127,0.203,0.129,0.168,0.608,0.066,0.625,0.067,0.607,0.075,0.576,0.043,0.605,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s50_max_tokens_512,0.799,0.011,0.501,0.022,0.667,0.500,0.997,0.006,0.666,0.007,0.000,0.004,0.008,0.593,0.037,0.601,0.036,0.505,0.003,0.576,0.030,0.506,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s51_max_tokens_512,0.800,0.033,0.506,0.065,0.669,0.667,0.996,0.017,0.669,0.018,0.014,0.017,0.016,0.572,0.028,0.576,0.026,0.504,0.003,0.565,0.029,0.505,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s52_max_tokens_512,0.804,0.195,0.543,0.172,0.686,0.661,0.971,0.115,0.685,0.123,0.081,0.159,0.032,0.662,0.081,0.686,0.073,0.535,0.039,0.630,0.073,0.561,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s53_max_tokens_512,0.268,0.459,0.481,-0.047,0.619,0.323,0.171,0.791,0.378,0.796,0.770,0.768,0.832,0.503,0.002,0.502,0.002,0.503,0.002,0.502,0.002,0.504,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s54_max_tokens_512,0.799,0.048,0.508,0.060,0.670,0.562,0.990,0.025,0.668,0.028,0.014,0.030,0.016,0.585,0.042,0.592,0.040,0.512,0.011,0.573,0.042,0.509,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s55_max_tokens_512,0.549,0.514,0.584,0.163,0.766,0.393,0.427,0.740,0.532,0.750,0.703,0.738,0.744,0.565,0.048,0.553,0.043,0.563,0.044,0.553,0.045,0.585,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s56_max_tokens_512,0.800,0.006,0.501,0.043,0.667,1.000,1.000,0.003,0.667,0.000,0.014,0.004,0.000,0.531,0.015,0.531,0.015,0.000,0.000,0.530,0.015,0.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s57_max_tokens_512,0.457,0.486,0.541,0.084,0.726,0.360,0.333,0.749,0.472,0.754,0.730,0.755,0.736,0.517,0.013,0.519,0.016,0.515,0.010,0.517,0.013,0.520,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s58_max_tokens_512,0.800,0.000,0.500,0.000,0.666,0.000,1.000,0.000,0.666,0.000,0.000,0.000,0.000,0.578,0.025,0.581,0.025,0.000,0.000,0.571,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s59_max_tokens_512,0.825,0.584,0.695,0.420,0.783,0.670,0.873,0.517,0.754,0.549,0.392,0.554,0.448,0.669,0.107,0.715,0.101,0.573,0.057,0.619,0.090,0.610,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s60_max_tokens_512,0.672,0.445,0.564,0.124,0.715,0.404,0.634,0.494,0.588,0.496,0.486,0.506,0.472,0.556,0.048,0.564,0.053,0.538,0.035,0.558,0.045,0.557,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s61_max_tokens_512,0.730,0.600,0.689,0.357,0.825,0.512,0.654,0.723,0.677,0.739,0.662,0.738,0.696,0.678,0.120,0.718,0.129,0.630,0.087,0.600,0.116,0.679,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s62_max_tokens_512,0.195,0.510,0.530,0.099,0.814,0.349,0.111,0.950,0.391,0.958,0.919,0.948,0.952,0.518,0.010,0.508,0.007,0.517,0.009,0.511,0.010,0.522,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s63_max_tokens_512,0.791,0.217,0.537,0.123,0.684,0.521,0.937,0.137,0.670,0.130,0.162,0.133,0.144,0.545,0.033,0.553,0.033,0.512,0.009,0.537,0.029,0.511,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s64_max_tokens_512,0.799,0.000,0.499,-0.022,0.666,0.000,0.999,0.000,0.665,0.000,0.000,0.000,0.000,0.573,0.024,0.574,0.024,0.508,0.000,0.570,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s65_max_tokens_512,0.814,0.634,0.725,0.449,0.818,0.629,0.811,0.640,0.754,0.683,0.473,0.712,0.504,0.682,0.122,0.755,0.106,0.560,0.032,0.662,0.113,0.582,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s66_max_tokens_512,0.349,0.428,0.463,-0.078,0.606,0.312,0.245,0.682,0.391,0.676,0.703,0.665,0.712,0.502,0.001,0.501,0.001,0.502,0.001,0.501,0.001,0.502,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s67_max_tokens_512,0.801,0.022,0.505,0.068,0.668,0.800,0.999,0.011,0.669,0.011,0.014,0.013,0.008,0.579,0.027,0.585,0.024,0.514,0.000,0.568,0.028,0.511,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s68_max_tokens_512,0.800,0.000,0.500,0.000,0.666,0.000,1.000,0.000,0.666,0.000,0.000,0.000,0.000,0.566,0.025,0.569,0.025,0.000,0.000,0.561,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s69_max_tokens_512,0.697,0.629,0.711,0.401,0.882,0.500,0.576,0.846,0.666,0.856,0.811,0.876,0.792,0.670,0.100,0.685,0.109,0.632,0.082,0.639,0.109,0.693,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s70_max_tokens_512,0.711,0.478,0.599,0.192,0.737,0.450,0.686,0.511,0.628,0.542,0.392,0.545,0.448,0.586,0.056,0.590,0.056,0.576,0.054,0.573,0.044,0.601,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s71_max_tokens_512,0.800,0.000,0.500,0.000,0.666,0.000,1.000,0.000,0.666,0.000,0.000,0.000,0.000,0.582,0.028,0.586,0.028,0.000,0.000,0.574,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s72_max_tokens_512,0.798,0.011,0.501,0.010,0.666,0.400,0.996,0.006,0.665,0.007,0.000,0.009,0.000,0.611,0.042,0.620,0.040,0.512,0.008,0.593,0.037,0.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s73_max_tokens_512,0.813,0.489,0.643,0.337,0.746,0.651,0.895,0.391,0.727,0.398,0.365,0.373,0.424,0.613,0.073,0.637,0.070,0.545,0.036,0.592,0.067,0.567,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s74_max_tokens_512,0.647,0.509,0.601,0.191,0.757,0.424,0.566,0.637,0.590,0.651,0.581,0.665,0.584,0.544,0.038,0.549,0.045,0.534,0.024,0.547,0.044,0.549,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s75_max_tokens_512,0.637,0.512,0.601,0.191,0.760,0.421,0.549,0.654,0.584,0.662,0.622,0.657,0.648,0.578,0.056,0.580,0.055,0.578,0.053,0.550,0.045,0.590,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-mbert-5_concat_contexts_hard_s76_max_tokens_512,0.750,0.651,0.735,0.443,0.875,0.543,0.657,0.813,0.709,0.845,0.689,0.876,0.696,0.697,0.109,0.732,0.121,0.638,0.084,0.662,0.118,0.700,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
